Throttle_Spike,Brake_Usage,Energy_Consumption,Regen_Efficiency,Jerk,Label_Driver
10.7,11.6,112.2,0.21,0.8,0
33.8,20.7,192.6,0.0,3.23,0
57.3,36.7,173.6,0.1,2.98,1
75.1,42.0,192.1,0.14,2.61,1
49.1,29.0,189.7,0.11,3.34,1
15.2,9.5,143.0,0.28,0.54,0
10.1,11.1,152.4,0.25,0.7,0
15.8,7.6,137.3,0.27,0.49,0
5.0,18.2,136.9,0.25,0.34,0
17.7,1.9,103.8,0.25,0.67,0
4.1,6.4,141.4,0.25,0.49,0
12.8,13.0,121.1,0.17,0.72,0
20.7,14.0,159.2,0.21,0.57,0
76.9,41.9,236.6,0.1,2.45,0
17.4,10.3,126.6,0.19,0.45,0
23.0,8.0,139.2,0.23,0.78,0
56.3,76.8,169.7,0.11,3.93,1
11.1,11.4,138.1,0.29,0.49,1
20.5,13.2,135.4,0.28,0.46,0
11.4,11.3,101.0,0.24,0.16,0
13.9,20.6,142.5,0.26,0.53,0
48.1,40.5,231.9,0.1,1.9,0
19.3,5.4,144.5,0.31,0.34,0
86.5,48.9,153.2,0.0,2.87,1
17.0,13.6,168.0,0.21,0.36,0
9.2,8.1,144.1,0.28,0.21,0
19.7,14.9,112.3,0.27,0.49,0
48.2,46.1,176.4,0.01,0.0,1
9.1,8.0,104.5,0.2,0.5,0
48.0,42.6,244.2,0.08,1.91,1
22.6,18.3,118.8,0.16,0.57,0
9.6,6.7,128.0,0.29,0.43,0
56.0,51.4,206.9,0.13,3.79,1
67.5,12.4,225.6,0.04,3.33,1
69.8,22.2,308.6,0.1,1.8,0
59.1,54.1,200.2,0.09,2.88,0
24.9,46.4,279.3,0.11,0.83,1
13.5,14.1,130.4,0.27,0.4,0
12.5,5.8,160.5,0.15,0.38,0
17.1,6.2,172.2,0.24,0.57,0
65.1,56.2,175.6,0.09,1.98,0
22.1,6.6,138.7,0.24,0.56,0
20.8,11.6,155.7,0.2,0.47,0
13.1,14.9,114.1,0.21,0.64,0
14.6,14.9,191.3,0.26,0.43,0
63.4,31.8,214.7,0.1,0.94,1
8.7,6.7,150.3,0.16,0.64,0
77.9,33.5,200.8,0.14,2.3,1
11.2,13.2,131.5,0.21,0.2,0
36.1,36.3,267.8,0.12,1.63,1
13.8,7.2,150.0,0.34,0.52,1
23.3,11.7,133.1,0.22,0.45,0
14.8,6.0,147.5,0.23,0.37,0
68.6,38.1,223.3,0.14,3.23,1
21.6,11.9,132.8,0.18,0.84,1
65.8,35.0,250.7,0.08,3.01,1
15.5,14.1,136.5,0.32,0.46,0
19.5,10.9,170.9,0.27,0.48,0
24.2,18.0,116.6,0.25,0.42,0
13.9,16.4,146.5,0.21,0.36,0
10.9,12.4,152.5,0.26,0.02,0
52.9,33.3,206.2,0.04,3.91,1
72.5,35.0,172.3,0.18,2.82,1
57.5,24.4,194.8,0.13,2.29,1
13.3,5.9,174.9,0.24,0.59,0
2.7,17.1,170.2,0.17,0.43,0
68.7,31.2,262.2,0.05,2.43,0
19.3,5.3,104.3,0.24,0.22,0
43.8,2.9,202.6,0.04,2.7,1
12.7,14.0,170.1,0.28,0.8,0
10.8,24.1,130.9,0.3,0.37,1
15.5,6.7,152.1,0.33,0.65,0
17.4,13.2,138.8,0.25,0.43,0
17.8,10.1,175.8,0.3,0.69,0
23.2,7.9,125.8,0.24,0.06,0
18.5,11.0,168.7,0.17,0.3,0
40.8,58.5,195.0,0.11,2.61,1
20.1,16.1,131.2,0.29,0.26,0
11.8,0.0,159.2,0.24,0.76,0
53.5,67.0,238.1,0.08,2.95,1
17.2,9.1,124.0,0.25,0.41,0
61.6,33.3,200.6,0.04,1.47,1
12.6,7.6,152.2,0.22,0.25,1
21.8,14.4,216.1,0.23,0.71,0
72.1,35.2,228.7,0.01,3.02,1
69.7,31.6,217.3,0.12,1.2,1
58.0,29.9,249.0,0.02,2.28,1
46.1,32.2,244.8,0.09,2.19,1
13.9,1.8,148.9,0.25,0.54,0
75.7,23.5,192.9,0.09,2.88,1
74.8,56.0,270.1,0.0,3.55,1
19.4,12.3,150.0,0.12,0.46,0
26.0,0.0,119.8,0.29,0.62,0
19.7,9.7,156.2,0.11,0.64,0
76.8,42.5,185.1,0.11,3.61,0
51.5,47.8,165.6,0.07,2.45,1
17.7,14.3,119.1,0.21,0.62,0
22.7,10.2,171.4,0.27,0.23,0
75.1,43.0,216.7,0.15,2.85,1
65.0,53.8,237.4,0.19,3.22,1
43.6,67.2,205.7,0.1,2.54,1
16.4,17.9,140.7,0.16,0.47,0
53.8,56.2,133.5,0.0,3.24,1
62.5,27.4,275.5,0.06,4.75,1
19.9,12.3,175.1,0.15,0.44,1
11.3,7.5,142.2,0.21,0.43,0
89.7,45.1,293.7,0.1,3.58,0
15.2,5.7,134.6,0.3,0.79,1
40.6,59.7,257.8,0.07,3.31,1
18.8,14.5,151.4,0.24,0.46,0
10.8,18.0,131.3,0.27,0.79,0
22.8,5.2,166.7,0.32,0.41,0
56.8,46.8,185.0,0.23,0.73,1
21.5,15.4,152.9,0.3,0.36,0
20.9,10.3,144.9,0.31,0.49,0
20.0,17.3,149.9,0.2,0.2,0
18.1,6.6,145.6,0.35,0.45,0
36.8,13.4,124.1,0.08,1.2,1
3.1,14.5,119.0,0.29,0.61,0
21.1,7.4,138.5,0.25,0.51,0
19.1,1.0,154.3,0.18,0.19,0
74.9,59.9,222.8,0.07,0.88,1
46.3,37.7,194.7,0.21,0.95,1
9.1,13.4,182.6,0.22,0.57,0
11.2,5.4,116.9,0.18,0.16,0
26.8,46.2,223.9,0.11,1.44,1
46.8,25.1,189.5,0.15,1.1,1
58.8,37.1,224.7,0.05,3.57,1
11.0,8.9,137.5,0.25,0.44,0
13.2,10.8,145.4,0.3,0.38,0
13.9,15.3,135.1,0.25,0.6,0
66.9,57.4,203.2,0.03,3.17,1
10.5,3.9,124.0,0.31,0.67,0
90.9,31.4,209.1,0.08,1.25,1
16.0,19.1,132.8,0.24,0.44,0
83.6,56.1,208.6,0.04,3.36,1
11.9,5.0,156.3,0.26,0.37,0
55.9,34.7,256.2,0.07,1.23,1
67.9,27.2,241.5,0.14,2.16,1
24.1,4.1,128.8,0.32,0.67,0
59.6,31.4,197.9,0.24,2.06,1
36.9,44.7,188.0,0.14,3.04,1
7.2,4.7,154.4,0.21,0.24,0
9.3,0.0,136.5,0.21,0.65,0
53.7,44.0,258.4,0.14,1.23,1
22.1,9.0,161.2,0.26,0.63,0
18.1,7.4,155.2,0.26,0.54,0
13.2,12.4,175.3,0.28,0.39,0
13.1,10.8,119.7,0.22,0.65,1
56.5,42.8,196.4,0.12,5.59,1
69.1,36.1,250.6,0.05,1.59,0
70.6,48.8,243.1,0.13,1.65,1
81.3,31.0,261.5,0.14,2.49,1
18.5,7.1,113.9,0.3,0.43,0
42.0,29.0,236.7,0.11,3.19,1
18.3,9.2,131.0,0.3,0.21,0
58.5,69.3,246.7,0.14,3.15,1
25.6,6.0,145.9,0.31,0.61,0
19.4,1.2,120.5,0.33,0.66,0
19.5,14.2,116.1,0.28,0.44,0
9.1,9.6,120.8,0.31,0.63,0
42.3,40.0,280.5,0.05,2.33,1
25.0,5.0,169.7,0.35,0.39,0
18.0,7.9,140.0,0.24,0.66,0
7.2,16.0,141.0,0.22,0.49,0
44.1,35.7,180.2,0.11,1.75,1
68.5,36.9,165.5,0.09,2.69,1
11.4,17.4,133.6,0.25,0.79,0
25.3,8.5,160.4,0.29,0.56,0
14.8,7.0,139.5,0.33,0.67,0
14.4,15.5,135.1,0.22,0.35,0
83.6,9.5,231.7,0.04,2.82,0
12.6,9.2,153.5,0.26,0.26,0
23.9,9.9,152.9,0.25,0.72,0
17.5,13.8,152.3,0.18,0.41,0
20.5,12.5,126.4,0.3,0.52,0
23.9,9.6,125.3,0.26,0.21,0
11.2,4.7,148.1,0.16,0.59,0
10.3,12.0,147.5,0.23,0.78,0
20.6,9.4,125.2,0.21,0.53,0
20.7,11.7,140.0,0.35,0.41,0
81.4,44.6,219.2,0.07,2.7,1
22.6,11.1,146.0,0.19,0.35,0
88.3,54.9,275.3,0.13,2.88,1
59.6,9.8,219.7,0.07,2.3,1
66.8,64.7,179.7,0.04,3.23,1
13.8,7.3,179.0,0.3,0.39,0
23.6,41.1,184.6,0.05,2.53,1
91.6,30.6,189.5,0.11,3.18,1
28.8,44.3,244.2,0.05,2.4,1
49.3,30.9,207.1,0.15,3.06,1
46.7,34.4,285.0,0.01,3.2,1
71.5,51.0,267.1,0.11,1.3,1
49.3,40.2,176.3,0.06,1.52,1
43.6,49.5,160.5,0.14,3.47,1
22.4,7.6,145.8,0.2,0.42,0
65.8,49.8,210.4,0.07,4.53,1
23.7,12.8,170.7,0.24,0.76,1
8.0,9.6,147.1,0.2,0.45,0
68.3,38.5,210.8,0.24,2.79,1
21.5,8.0,138.3,0.29,0.49,0
18.2,17.3,127.0,0.26,0.34,0
19.6,13.3,151.4,0.35,0.36,0
62.6,17.8,187.5,0.04,3.29,1
13.6,3.5,140.8,0.26,0.82,0
84.1,37.1,170.0,0.11,0.0,0
13.3,7.7,101.6,0.27,0.43,0
58.1,51.0,209.4,0.08,2.04,1
28.7,8.3,153.8,0.3,0.41,0
8.7,11.6,153.6,0.25,0.46,0
40.6,71.0,124.3,0.12,2.01,1
41.9,80.2,266.6,0.06,2.45,1
59.1,37.7,240.4,0.05,0.26,1
60.7,46.4,263.9,0.12,4.11,1
8.6,13.0,167.4,0.35,0.35,0
44.6,65.6,201.1,0.14,1.69,0
15.7,9.4,150.7,0.38,0.49,0
10.2,1.2,112.8,0.29,0.33,0
9.1,6.1,159.4,0.26,0.72,0
17.3,12.0,135.7,0.29,0.38,0
62.0,44.3,185.0,0.13,0.48,1
96.7,58.8,294.9,0.15,2.38,1
8.0,12.0,152.1,0.24,0.29,0
19.1,8.7,145.2,0.24,0.37,0
72.8,35.8,182.2,0.12,3.41,1
48.7,51.4,226.8,0.1,1.45,1
14.7,11.3,168.5,0.28,0.7,0
84.9,27.6,185.1,0.03,1.81,0
51.1,13.8,210.1,0.2,2.76,1
11.9,12.1,144.0,0.25,0.57,0
65.1,48.7,165.4,0.14,2.29,1
83.6,59.0,224.2,0.14,1.15,1
9.4,9.9,136.8,0.22,0.31,0
16.3,7.0,120.8,0.3,0.04,0
13.8,10.0,151.9,0.26,0.43,0
28.1,13.3,112.5,0.26,0.4,0
53.9,63.1,242.9,0.16,2.06,1
91.1,13.9,214.6,0.16,2.31,1
19.7,11.6,115.8,0.16,0.55,0
7.0,13.7,147.0,0.25,0.36,0
21.8,9.1,159.8,0.21,0.32,0
10.9,7.3,121.4,0.31,0.75,1
53.0,54.6,231.3,0.07,0.37,1
20.1,10.3,130.4,0.23,0.76,0
11.7,3.1,139.8,0.32,0.51,0
73.0,32.9,190.1,0.11,0.99,1
4.1,11.3,140.7,0.29,0.5,0
48.3,60.0,246.4,0.08,2.0,1
14.0,7.7,111.2,0.27,0.57,0
13.4,7.6,143.5,0.3,0.39,0
51.6,50.1,254.8,0.03,1.92,1
37.9,65.0,184.5,0.16,3.06,1
10.4,7.1,135.6,0.25,0.65,0
16.2,11.9,106.2,0.23,0.65,0
27.5,7.5,138.3,0.16,0.73,0
14.0,11.9,170.3,0.18,0.54,0
97.4,64.1,281.8,0.04,3.14,1
14.2,11.7,141.4,0.26,0.77,0
13.3,15.9,108.3,0.17,0.49,1
19.6,15.2,183.6,0.29,0.34,0
65.0,39.5,290.6,0.08,2.0,1
50.4,58.5,259.8,0.04,0.32,1
68.5,50.9,227.6,0.2,3.92,1
23.6,9.5,155.3,0.31,0.19,0
28.9,8.4,145.0,0.26,0.84,1
13.3,7.1,179.0,0.32,0.56,0
67.8,30.4,212.0,0.13,1.07,1
58.7,51.4,253.0,0.07,3.32,1
21.1,4.0,127.4,0.29,0.46,1
14.4,7.5,118.8,0.17,0.54,0
16.5,12.5,131.7,0.17,0.54,0
12.6,2.7,155.2,0.26,0.25,0
31.8,67.1,229.4,0.17,2.66,1
91.2,29.4,193.7,0.04,1.2,1
14.7,9.0,146.9,0.2,0.23,0
59.1,50.3,219.5,0.1,4.01,1
71.2,48.1,226.5,0.04,1.39,1
19.7,18.1,145.2,0.29,0.69,0
18.4,9.0,138.5,0.28,0.79,0
60.4,47.5,231.2,0.12,1.91,1
4.8,7.7,147.0,0.32,0.65,0
38.0,37.3,193.2,0.16,0.56,1
40.8,49.7,218.4,0.07,1.65,1
14.3,8.1,147.9,0.16,0.41,0
10.7,6.3,115.9,0.12,0.53,0
17.2,10.5,166.8,0.23,0.6,0
88.0,37.3,228.6,0.11,3.41,1
20.8,5.0,138.3,0.32,0.53,0
58.8,39.7,220.8,0.11,2.82,1
18.6,9.3,156.3,0.2,0.4,0
20.5,14.4,147.4,0.19,0.15,0
16.1,13.1,122.1,0.2,0.38,0
31.0,27.1,222.9,0.11,2.39,1
15.6,7.4,125.4,0.2,0.4,0
20.6,10.8,142.1,0.16,0.58,0
38.6,48.1,166.9,0.14,2.66,1
13.9,11.4,146.4,0.26,0.56,0
73.9,65.5,213.9,0.13,2.26,1
52.0,21.7,220.3,0.15,4.33,1
5.2,8.7,134.1,0.25,0.53,0
24.4,21.9,129.9,0.3,0.7,0
42.1,36.6,264.2,0.15,3.24,1
57.1,43.1,248.6,0.17,2.55,1
16.3,12.6,152.3,0.35,0.34,0
52.2,28.0,247.6,0.08,0.57,1
59.1,37.9,205.6,0.03,1.06,1
53.3,74.6,170.9,0.09,1.6,1
59.8,40.1,209.2,0.1,1.49,1
45.5,52.1,246.8,0.13,3.44,1
16.3,4.7,114.2,0.31,0.72,0
45.5,46.4,266.5,0.1,3.35,1
13.8,9.6,132.3,0.26,0.43,0
18.1,7.1,155.9,0.17,0.53,0
38.5,43.7,231.0,0.16,3.3,1
52.2,31.2,159.5,0.12,1.83,1
56.6,37.5,187.1,0.14,3.88,1
47.0,59.3,217.8,0.06,4.17,1
74.9,31.2,251.2,0.06,1.52,1
23.5,15.6,151.8,0.25,0.63,0
18.0,9.7,179.8,0.14,0.22,0
56.2,24.2,206.8,0.05,2.85,1
66.8,14.8,275.0,0.13,3.2,1
73.8,71.7,255.7,0.15,2.81,1
70.2,47.7,261.0,0.1,1.49,1
70.5,38.2,165.2,0.08,3.47,1
69.3,33.3,189.7,0.22,3.94,1
69.2,23.2,209.9,0.05,3.35,1
15.0,7.9,122.5,0.29,0.74,0
16.8,6.9,148.8,0.31,0.64,0
58.8,58.5,253.6,0.09,1.33,1
17.2,6.3,133.7,0.33,0.34,0
14.6,12.0,155.4,0.35,0.61,0
21.8,6.2,136.8,0.23,0.72,1
16.4,13.6,140.6,0.22,0.92,0
57.7,38.4,231.8,0.03,2.49,1
38.2,21.5,220.8,0.08,4.08,1
60.5,39.9,242.2,0.0,3.36,1
17.3,13.2,125.5,0.26,0.26,0
9.9,8.2,124.0,0.19,0.7,0
19.5,5.0,157.1,0.23,0.57,1
13.1,7.2,123.2,0.26,0.77,0
84.4,39.4,204.9,0.04,1.58,1
13.4,9.1,128.7,0.22,0.51,0
38.8,64.6,275.2,0.02,3.03,1
11.2,5.8,114.5,0.2,0.39,0
16.7,9.7,150.2,0.27,0.66,0
20.0,2.3,150.4,0.19,0.29,1
13.6,10.9,135.0,0.17,0.33,0
25.9,3.8,107.9,0.13,0.7,0
20.3,7.0,103.4,0.24,0.74,0
19.8,12.9,139.7,0.23,0.28,0
12.0,9.4,136.0,0.27,0.43,0
37.4,31.5,186.3,0.03,2.61,1
83.5,13.9,146.8,0.04,1.68,0
55.2,30.5,205.0,0.02,2.84,1
57.2,38.2,290.5,0.14,2.43,1
53.0,59.2,241.3,0.16,2.1,1
11.4,8.6,153.2,0.29,0.25,0
50.4,40.7,181.8,0.23,3.36,1
19.0,5.9,128.9,0.33,0.78,0
9.3,12.4,131.0,0.2,0.66,0
37.4,70.7,243.7,0.14,1.3,1
21.0,1.5,134.8,0.21,0.09,0
5.4,3.5,138.8,0.27,0.63,0
14.6,14.3,149.3,0.28,0.13,0
9.8,13.1,150.6,0.21,0.33,0
59.1,23.9,284.5,0.0,1.72,1
42.5,48.7,241.5,0.16,1.97,0
13.2,13.9,108.7,0.33,0.24,0
7.1,16.9,140.7,0.23,0.59,0
33.6,68.1,295.2,0.07,2.69,1
44.5,37.9,175.3,0.15,2.48,0
9.4,0.0,128.6,0.2,1.0,0
14.0,12.2,165.7,0.29,0.51,0
89.1,58.5,199.5,0.04,2.15,1
14.6,16.6,152.6,0.29,0.29,0
23.5,11.4,168.0,0.21,0.3,0
7.1,5.2,143.5,0.29,0.76,1
18.4,12.3,115.6,0.31,0.76,0
12.9,7.6,156.5,0.24,0.68,0
16.6,6.9,148.9,0.14,0.29,0
19.5,7.4,123.0,0.25,0.89,0
18.7,17.8,138.3,0.26,0.38,0
6.5,17.2,165.4,0.29,0.61,0
14.0,8.6,132.9,0.29,0.52,0
17.8,17.7,145.9,0.31,0.45,0
62.6,9.0,205.7,0.19,2.25,1
17.8,14.3,121.1,0.22,0.52,0
67.8,13.6,243.3,0.07,2.43,1
7.9,0.2,155.7,0.32,0.74,0
10.2,13.5,135.2,0.2,0.72,0
20.7,17.4,151.5,0.27,0.69,0
26.3,14.7,125.2,0.24,0.56,0
22.1,10.1,130.1,0.32,0.17,0
19.9,16.5,149.6,0.21,0.51,0
36.5,32.3,234.8,0.24,3.2,1
89.1,64.3,226.0,0.0,3.07,1
18.1,8.1,145.3,0.2,0.37,0
54.4,32.4,234.5,0.07,2.14,1
61.8,49.2,244.3,0.09,1.85,1
19.4,2.2,154.2,0.27,0.6,1
10.9,2.5,184.6,0.17,0.23,0
10.3,9.1,144.5,0.23,0.76,0
24.0,10.5,147.7,0.26,0.42,0
13.2,2.3,135.3,0.23,0.95,0
19.5,4.9,128.8,0.3,0.37,0
62.7,41.6,185.9,0.19,3.78,1
43.6,36.6,297.1,0.14,3.38,1
16.5,7.3,163.1,0.26,0.49,0
13.2,15.5,110.3,0.22,0.55,0
12.4,9.1,149.4,0.27,0.45,1
15.2,5.5,149.0,0.18,0.41,0
41.3,18.3,248.2,0.09,2.99,1
56.1,51.9,242.4,0.14,2.79,1
51.4,30.4,223.0,0.13,1.39,1
18.5,5.3,176.4,0.25,0.6,0
20.3,11.4,144.4,0.23,0.67,0
22.1,11.8,132.2,0.18,0.53,1
65.8,34.7,185.5,0.12,2.72,0
55.0,50.4,217.4,0.08,2.28,1
31.0,3.2,161.9,0.27,0.79,0
61.8,21.0,213.0,0.14,2.0,1
19.0,10.6,131.7,0.24,0.26,0
106.1,43.6,266.4,0.08,2.46,1
10.7,11.7,163.0,0.3,0.64,0
39.9,34.5,283.8,0.14,3.15,1
2.6,0.0,126.9,0.25,0.61,0
12.1,9.2,124.5,0.29,0.48,0
1.9,11.9,143.6,0.18,0.17,0
79.6,48.7,176.0,0.1,2.46,1
14.1,10.7,144.4,0.18,0.85,0
84.3,54.0,173.0,0.15,2.27,1
51.3,33.9,205.7,0.2,0.96,1
37.9,39.6,275.9,0.15,3.64,1
64.5,41.2,202.6,0.09,2.91,1
10.2,14.1,124.8,0.27,0.76,0
6.6,15.2,136.4,0.28,0.63,0
47.0,19.6,212.5,0.13,2.96,1
77.4,47.4,225.5,0.17,2.71,1
21.4,9.9,132.9,0.27,0.58,0
55.7,24.7,181.2,0.09,1.5,1
60.0,41.2,228.9,0.14,2.61,1
55.4,65.9,167.0,0.13,2.32,1
17.2,12.4,150.8,0.2,0.29,0
19.7,6.9,167.4,0.24,0.09,1
11.4,14.4,140.2,0.34,0.46,0
12.0,8.7,178.6,0.33,0.52,0
60.6,61.4,300.9,0.13,2.85,1
14.2,11.9,140.4,0.2,0.64,0
55.1,37.3,188.9,0.05,1.42,1
14.0,16.1,174.6,0.23,0.68,0
8.2,8.5,131.1,0.22,0.29,0
67.3,24.2,208.7,0.05,3.03,1
63.5,35.6,214.9,0.14,1.22,1
77.4,38.6,217.3,0.08,0.8,1
77.1,46.7,308.8,0.07,2.44,1
13.7,0.6,143.8,0.28,0.53,1
12.0,6.6,123.6,0.3,0.45,0
54.0,34.6,229.7,0.06,3.01,1
15.0,3.9,157.6,0.28,0.81,0
28.7,44.4,192.1,0.03,1.21,1
77.9,37.2,166.4,0.09,2.95,1
66.1,55.3,199.6,0.0,2.15,1
11.5,7.4,154.5,0.3,0.84,0
13.1,6.9,131.9,0.2,0.43,0
60.1,45.2,250.3,0.08,2.42,1
54.4,22.9,181.1,0.14,3.06,0
7.6,6.3,144.3,0.29,0.48,0
47.9,41.2,193.0,0.13,2.18,1
18.7,10.2,165.5,0.29,0.65,0
16.1,9.4,107.3,0.21,0.21,0
11.9,9.7,128.7,0.22,0.21,0
73.7,36.8,174.3,0.17,2.49,1
12.5,13.2,115.1,0.25,0.39,0
59.9,55.5,280.0,0.05,3.05,1
16.0,6.4,139.1,0.18,0.63,0
23.1,7.7,197.2,0.28,0.65,0
10.4,18.1,165.0,0.25,0.48,0
63.6,49.5,175.8,0.06,3.5,1
15.6,13.0,119.0,0.19,0.75,0
15.3,6.0,157.2,0.24,0.38,0
21.1,6.1,151.2,0.23,0.66,0
24.8,6.7,102.0,0.22,0.75,0
25.2,5.1,104.5,0.21,0.43,0
15.9,4.2,148.7,0.29,0.79,0
12.7,7.7,157.5,0.15,0.78,0
17.9,18.4,136.9,0.28,0.47,0
15.4,7.3,149.4,0.2,0.27,0
11.9,7.9,152.4,0.25,0.63,0
11.3,10.6,175.8,0.25,0.56,0
22.8,2.0,122.4,0.2,0.56,0
66.8,42.4,240.1,0.08,2.11,1
19.4,13.7,170.2,0.27,0.49,0
71.1,77.2,238.6,0.04,1.55,1
7.5,5.7,128.9,0.27,0.83,0
18.6,2.1,124.8,0.28,0.93,0
62.7,28.8,219.3,0.11,0.82,1
8.5,11.0,121.7,0.27,0.51,0
75.0,56.4,168.8,0.03,1.39,1
56.1,50.7,200.9,0.12,3.19,1
7.0,6.7,124.9,0.25,0.48,0
20.6,14.2,148.1,0.21,0.66,0
87.9,33.9,203.2,0.09,1.23,1
19.3,9.8,175.1,0.28,0.76,0
8.4,11.4,106.2,0.25,0.34,0
14.1,6.7,113.3,0.32,0.36,0
16.9,16.3,130.0,0.33,0.59,0
19.6,9.7,176.6,0.18,0.79,0
51.7,37.5,197.1,0.1,1.81,0
75.0,39.5,202.8,0.13,1.66,1
12.1,10.0,148.1,0.22,0.46,0
22.3,10.2,127.7,0.27,0.0,0
41.5,29.7,257.4,0.02,2.71,1
18.1,12.2,135.8,0.21,0.5,0
13.9,14.8,165.3,0.22,0.58,0
86.2,72.9,222.7,0.11,2.53,1
59.0,66.7,269.2,0.05,2.2,1
13.2,3.9,161.4,0.22,0.67,0
42.8,52.3,172.4,0.09,2.34,1
12.4,14.4,130.3,0.25,0.81,0
18.7,15.2,133.5,0.33,0.18,0
16.7,8.3,140.1,0.26,0.35,0
21.6,4.4,168.5,0.25,0.54,0
61.1,55.9,210.3,0.01,1.97,1
25.5,5.3,151.9,0.17,0.7,0
19.0,11.0,147.3,0.36,0.72,0
82.7,45.3,188.6,0.07,2.82,1
7.6,4.1,130.8,0.22,0.49,0
20.9,4.7,148.8,0.22,0.88,0
15.3,13.1,153.1,0.16,0.47,0
19.5,7.9,164.6,0.29,0.06,0
52.0,41.2,242.3,0.1,2.14,1
15.0,14.8,132.5,0.18,0.74,0
69.0,47.6,205.3,0.15,3.93,1
64.0,18.7,241.5,0.13,2.24,0
68.0,56.6,216.4,0.11,2.38,1
14.8,8.9,127.5,0.2,0.35,0
0.0,8.2,104.7,0.22,0.82,0
12.9,6.7,137.4,0.3,0.63,0
26.1,14.2,138.2,0.18,0.52,0
82.0,34.7,329.0,0.05,1.27,1
63.8,38.1,217.6,0.13,4.75,1
56.6,62.0,224.9,0.13,3.45,1
57.6,23.7,145.8,0.2,3.07,1
13.7,0.9,104.8,0.23,0.39,0
41.1,22.8,177.9,0.03,1.95,1
12.8,5.5,136.5,0.21,0.19,0
44.9,29.4,230.9,0.14,3.13,1
46.6,67.0,178.0,0.18,2.52,1
10.7,7.4,116.2,0.26,0.6,0
15.2,6.4,148.9,0.28,0.94,1
10.5,9.0,129.7,0.2,0.33,0
65.1,28.8,162.3,0.07,1.6,1
54.4,61.9,158.5,0.13,0.95,1
21.8,6.1,131.8,0.17,0.57,0
18.3,12.5,191.0,0.22,0.39,0
50.1,36.6,207.2,0.05,1.82,1
17.5,8.8,157.6,0.38,0.46,0
64.4,49.1,202.4,0.18,2.49,1
46.3,22.6,143.4,0.13,3.22,1
80.9,50.6,233.9,0.06,4.11,1
7.2,11.6,134.2,0.33,0.6,0
53.7,61.9,209.6,0.17,0.79,1
49.4,34.5,197.1,0.17,2.96,1
77.0,27.9,239.6,0.16,2.9,1
16.0,10.5,149.0,0.3,0.7,0
13.5,7.5,153.5,0.25,0.63,0
20.8,11.5,140.8,0.18,0.5,0
17.7,19.7,141.6,0.2,0.08,0
8.5,5.5,136.1,0.25,0.29,1
18.0,14.8,113.1,0.29,0.29,0
10.2,2.9,103.4,0.18,0.43,0
41.4,42.5,260.2,0.1,2.63,1
20.8,9.3,159.3,0.37,0.7,0
55.3,34.2,262.5,0.07,2.15,1
58.2,43.7,202.2,0.11,3.07,1
9.0,8.2,111.9,0.25,0.44,0
22.9,5.0,138.4,0.31,0.63,0
54.0,19.0,207.2,0.06,2.39,1
44.6,36.3,229.5,0.21,2.62,1
17.4,6.9,159.4,0.24,0.57,0
18.4,12.0,118.9,0.27,0.67,1
52.3,26.2,268.2,0.08,3.05,1
63.9,53.3,215.4,0.13,1.51,1
15.8,14.3,140.3,0.17,0.78,0
103.6,40.1,205.9,0.12,4.32,1
47.1,38.0,235.2,0.12,1.73,1
75.8,37.8,173.2,0.1,2.07,1
47.6,36.0,292.6,0.03,1.91,1
24.5,9.9,146.2,0.17,0.48,0
6.2,6.8,133.3,0.17,0.58,0
57.7,36.4,186.9,0.02,2.79,1
71.8,45.2,153.4,0.14,2.39,1
21.2,9.6,176.3,0.33,0.87,0
17.3,10.7,153.9,0.3,0.57,0
47.6,47.3,160.9,0.04,2.79,1
59.8,8.2,305.4,0.12,3.17,1
49.6,60.3,218.0,0.08,0.91,1
58.7,6.7,170.3,0.11,2.95,1
11.2,5.6,145.9,0.18,0.49,0
44.0,29.7,228.7,0.09,1.94,0
30.4,47.2,217.0,0.04,2.26,1
45.6,53.1,271.1,0.1,3.52,1
76.7,48.1,241.5,0.13,4.22,0
10.4,2.2,124.7,0.25,0.6,0
5.7,6.3,144.7,0.23,0.49,0
14.0,7.8,164.2,0.21,0.29,0
12.0,12.4,133.1,0.22,0.24,0
45.5,30.5,194.3,0.19,2.43,1
45.6,44.2,224.0,0.18,3.36,1
14.3,7.3,124.3,0.24,0.68,0
73.3,30.2,270.7,0.14,2.59,1
21.5,7.8,173.9,0.31,0.49,1
62.7,37.3,232.6,0.1,2.04,1
21.7,19.2,131.5,0.25,0.77,0
60.6,9.6,234.5,0.13,2.91,1
24.5,11.2,145.7,0.24,0.54,0
23.3,1.2,143.3,0.25,0.54,0
21.7,4.9,116.2,0.27,0.5,0
25.0,4.3,120.6,0.28,0.7,0
27.4,2.7,151.6,0.17,0.52,0
13.9,11.1,158.4,0.27,0.41,0
17.7,15.6,124.6,0.32,0.54,0
51.5,64.0,207.1,0.17,0.0,1
68.0,47.7,206.0,0.1,1.63,1
9.1,10.9,137.8,0.16,0.44,0
13.1,7.5,125.3,0.25,0.57,0
51.3,25.0,240.3,0.12,1.62,1
10.3,14.6,103.0,0.25,0.36,0
17.4,20.5,139.1,0.24,0.66,0
11.0,10.2,140.5,0.31,0.82,0
20.2,8.8,140.0,0.25,0.24,0
39.4,0.0,249.4,0.09,1.86,0
13.6,0.0,137.1,0.3,0.49,1
