SoC,Internal_Res,Cycle_Count,DoD,Cell_Imbalance,Coulombic_Eff,Pol_Voltage,Stress_Index,Label_Health
24.6,88.2,2190,19.73,0.112,96.79,0.17,2.05,1
90.2,80.1,668,46.27,0.101,98.69,0.01,0.84,0
86.1,80.5,1362,49.57,0.056,98.21,0.07,0.88,1
65.9,78.0,1296,49.62,0.076,98.07,0.2,2.14,1
13.5,61.2,1442,43.07,0.027,100.0,0.11,1.5,0
70.8,50.0,1541,57.09,0.02,98.75,0.11,1.22,0
95.7,54.4,739,30.26,0.019,99.59,0.0,0.13,0
55.9,111.6,1910,76.48,0.1,97.64,0.15,1.44,1
55.4,72.4,1397,25.95,0.065,96.02,0.16,1.76,1
61.7,69.3,1923,64.01,0.099,97.91,0.2,1.3,1
60.5,82.1,0,25.09,0.047,97.48,0.02,0.6,0
86.6,79.9,696,34.99,0.052,97.34,0.12,1.39,0
96.1,58.6,873,55.3,0.0,98.52,0.04,1.53,0
98.9,62.3,1406,14.06,0.149,96.16,0.16,2.08,1
77.4,89.6,570,74.26,0.04,98.55,0.1,1.15,1
88.6,80.5,997,84.17,0.073,99.94,0.1,0.64,1
29.2,64.0,0,11.33,0.075,97.63,0.0,0.21,0
97.2,89.8,1566,87.3,0.072,96.57,0.08,1.31,1
34.1,104.9,1434,24.01,0.124,97.34,0.2,0.44,1
68.1,77.4,1724,85.04,0.046,97.93,0.15,1.79,1
96.3,87.0,1915,43.35,0.18,98.57,0.12,1.49,1
14.4,62.1,2062,38.06,0.0,97.69,0.22,1.51,1
86.7,89.9,827,72.36,0.138,97.79,0.12,1.12,1
53.0,64.4,1515,26.53,0.018,98.52,0.17,0.92,1
22.9,50.0,1290,61.98,0.0,97.75,0.08,1.42,1
21.1,50.0,140,21.62,0.0,98.65,0.0,0.0,0
86.9,87.1,93,33.73,0.0,97.35,0.0,0.0,0
26.0,98.8,3040,19.12,0.07,98.07,0.27,2.35,1
20.4,64.2,23,65.95,0.037,99.15,0.02,0.0,0
26.4,53.0,381,62.79,0.0,100.0,0.01,0.3,0
63.0,81.1,1389,17.35,0.0,99.92,0.09,1.94,0
86.1,67.4,1428,43.63,0.0,98.79,0.06,1.37,0
13.4,50.0,855,78.88,0.0,99.86,0.0,0.43,0
56.8,73.7,540,42.21,0.0,98.58,0.0,0.79,0
68.0,65.5,322,25.23,0.0,98.13,0.0,0.0,0
93.0,88.8,1114,14.22,0.114,96.48,0.16,1.63,1
62.4,62.5,0,62.65,0.028,100.0,0.04,0.3,0
94.2,50.0,717,54.56,0.0,100.0,0.04,0.95,0
29.1,60.8,0,78.87,0.119,96.27,0.08,0.46,0
38.8,56.1,1439,43.79,0.0,97.25,0.12,1.63,1
63.5,66.7,882,53.21,0.04,99.09,0.04,0.73,1
42.9,56.0,0,46.05,0.024,98.37,0.02,0.0,0
81.3,76.7,1725,22.04,0.006,97.57,0.12,0.91,1
82.8,80.6,1036,40.94,0.01,98.43,0.08,0.8,1
34.9,73.5,753,12.55,0.0,98.14,0.19,0.73,1
91.7,71.7,121,32.77,0.034,97.52,0.04,0.02,0
94.9,84.9,64,38.4,0.044,98.93,0.08,0.61,0
37.4,64.3,1080,69.09,0.032,96.52,0.14,0.97,1
51.5,68.8,2191,27.44,0.025,99.12,0.07,2.01,1
22.6,88.3,976,77.36,0.029,98.21,0.0,0.9,0
22.7,70.5,882,19.07,0.091,96.99,0.07,0.76,1
42.0,74.6,1071,72.58,0.085,97.17,0.1,0.66,1
43.0,84.6,1486,61.58,0.093,97.18,0.2,1.71,1
48.2,94.5,1122,16.51,0.014,98.94,0.13,1.19,0
52.5,72.9,551,80.82,0.096,98.05,0.07,0.02,0
47.5,91.6,1825,24.87,0.106,96.2,0.11,2.52,1
31.6,50.0,1576,15.71,0.068,99.35,0.02,1.51,0
73.9,84.3,1469,22.06,0.07,98.55,0.09,0.63,1
97.6,80.1,780,23.69,0.073,97.22,0.22,0.33,1
57.8,60.3,1717,62.72,0.119,98.42,0.12,0.14,1
69.2,56.3,0,14.47,0.122,97.81,0.05,0.39,0
81.5,85.1,348,38.36,0.03,98.09,0.0,0.76,0
89.3,60.9,497,16.26,0.019,98.66,0.15,0.84,1
28.3,91.8,1313,49.26,0.09,98.32,0.09,1.9,0
50.4,58.5,455,62.95,0.029,97.52,0.03,1.41,0
73.2,50.0,1071,54.83,0.0,97.57,0.0,0.48,1
97.2,100.1,2178,69.81,0.117,99.66,0.21,2.65,1
33.3,60.9,1263,76.2,0.085,96.84,0.12,1.37,0
55.9,50.0,79,25.09,0.061,98.56,0.1,0.86,0
33.6,66.8,1252,13.39,0.024,100.0,0.13,1.41,0
38.9,111.1,2025,73.19,0.095,97.39,0.2,2.66,1
17.8,50.0,1029,67.42,0.014,100.0,0.08,0.29,0
67.0,50.0,537,53.57,0.033,98.87,0.03,0.0,0
84.0,97.1,2284,19.91,0.057,98.15,0.2,1.82,1
65.4,83.0,1393,74.93,0.0,97.22,0.04,1.55,1
62.4,50.0,915,31.45,0.0,99.46,0.04,0.82,0
95.9,88.8,1180,37.5,0.097,99.1,0.18,1.17,1
83.6,73.8,1305,89.17,0.001,98.53,0.15,1.63,0
35.4,73.0,1651,52.86,0.121,100.0,0.16,1.53,0
89.6,82.7,0,35.38,0.065,98.91,0.07,0.0,0
16.8,64.7,648,71.13,0.053,98.72,0.07,0.25,1
69.6,74.8,71,31.47,0.162,99.81,0.07,0.65,0
11.3,50.0,0,17.68,0.027,100.0,0.07,0.0,0
84.8,107.7,1053,80.04,0.094,96.23,0.22,1.3,1
10.1,78.7,549,35.57,0.002,98.79,0.09,1.52,0
81.6,72.7,1355,34.03,0.084,99.34,0.12,1.4,1
84.4,50.0,869,12.67,0.122,98.96,0.16,0.57,1
92.5,68.4,400,71.38,0.063,98.29,0.14,0.87,0
29.5,94.3,1544,42.76,0.109,96.88,0.22,2.17,1
13.6,77.2,1291,19.97,0.071,95.68,0.18,1.26,0
12.7,87.6,551,13.66,0.0,96.92,0.1,0.59,1
53.4,78.3,246,29.06,0.076,99.22,0.06,1.44,0
15.0,50.0,680,31.33,0.101,99.77,0.01,0.66,0
10.2,50.0,228,86.23,0.0,97.85,0.0,0.0,0
22.3,87.2,0,55.92,0.007,98.79,0.03,0.61,0
64.5,63.1,1796,69.71,0.092,96.58,0.12,1.82,1
73.1,84.0,1888,40.39,0.075,97.18,0.17,1.82,1
68.9,50.0,0,18.92,0.055,98.04,0.14,0.05,0
35.5,50.0,1085,20.21,0.099,99.64,0.0,0.65,0
77.7,70.6,834,53.07,0.007,97.04,0.11,1.18,0
80.2,50.0,1316,65.0,0.108,96.78,0.1,1.63,1
69.1,83.4,1081,85.15,0.105,97.23,0.1,0.79,0
11.5,50.0,0,79.43,0.006,99.62,0.02,0.19,0
99.6,110.8,1179,48.78,0.057,99.63,0.14,1.8,0
49.3,53.8,383,71.78,0.0,98.81,0.08,0.58,0
52.4,79.9,1022,31.81,0.089,97.86,0.17,1.0,1
89.5,50.0,878,56.04,0.126,97.45,0.08,0.83,0
79.4,50.0,330,16.21,0.0,98.52,0.03,0.82,0
42.0,75.8,892,34.97,0.1,99.12,0.15,0.73,1
34.8,51.6,99,40.5,0.0,100.0,0.02,0.55,0
25.5,99.1,1783,81.87,0.0,98.27,0.19,1.34,1
67.4,91.2,0,71.32,0.081,99.02,0.03,1.11,0
55.6,98.9,2006,81.44,0.061,96.64,0.17,1.85,1
50.9,57.0,851,70.32,0.079,98.51,0.12,1.14,0
52.0,72.7,1190,57.21,0.067,97.43,0.04,2.76,0
46.7,105.7,2015,28.27,0.075,98.29,0.18,1.92,1
31.9,50.0,1156,55.04,0.052,98.28,0.15,1.0,1
29.7,71.5,2036,85.92,0.049,99.38,0.16,2.1,1
90.6,53.2,152,43.35,0.0,97.84,0.07,0.0,0
12.3,50.0,0,89.35,0.0,99.55,0.0,0.0,0
25.0,107.1,1319,40.0,0.035,98.34,0.12,1.43,1
27.2,85.5,2282,88.59,0.057,96.3,0.18,2.98,1
52.6,81.4,1627,17.11,0.096,97.08,0.13,2.25,1
17.5,94.1,2497,62.6,0.098,97.42,0.14,2.59,1
53.4,85.4,1042,46.58,0.024,99.36,0.07,0.0,0
59.0,87.9,983,16.68,0.015,98.46,0.05,0.99,0
13.6,50.3,1740,32.38,0.029,97.78,0.02,2.86,1
53.0,50.0,680,35.04,0.117,100.0,0.08,1.34,0
75.3,65.6,625,17.99,0.0,98.91,0.01,1.42,0
17.2,66.5,0,71.34,0.0,99.35,0.0,0.0,0
29.8,50.0,990,82.04,0.058,98.96,0.07,1.13,0
32.2,97.9,884,35.01,0.034,97.66,0.15,1.55,0
37.0,50.0,890,53.41,0.0,98.13,0.06,0.48,0
12.2,74.5,0,62.94,0.0,99.81,0.07,0.33,0
62.0,105.6,2472,89.5,0.1,99.46,0.16,1.93,1
63.4,83.4,1032,74.31,0.085,97.75,0.06,0.93,1
77.9,73.3,1977,82.63,0.111,97.66,0.24,2.29,1
51.6,50.0,0,45.28,0.023,98.43,0.09,0.9,0
44.6,50.1,934,84.3,0.025,98.7,0.05,1.64,0
23.4,50.0,338,17.96,0.0,99.76,0.03,0.69,0
96.2,77.7,249,46.69,0.047,97.75,0.01,0.0,0
75.2,73.1,1684,70.7,0.099,96.83,0.19,1.62,1
14.3,60.5,1008,20.12,0.037,95.9,0.17,1.35,1
77.5,87.9,1122,31.13,0.026,97.7,0.11,1.22,1
43.8,50.0,0,62.68,0.007,99.88,0.0,0.55,0
56.0,77.0,1542,27.86,0.066,97.32,0.09,0.69,1
30.5,56.5,1079,27.5,0.0,100.0,0.05,1.33,0
56.7,110.5,1915,83.62,0.059,98.8,0.18,2.01,1
19.7,93.6,1429,19.81,0.081,97.43,0.11,1.8,1
30.0,95.7,951,21.01,0.105,98.87,0.16,1.3,1
35.3,87.5,1181,28.5,0.027,98.31,0.04,1.67,0
80.1,90.9,1712,46.53,0.064,97.95,0.24,2.12,1
87.4,71.0,897,53.17,0.0,98.49,0.05,0.43,1
48.0,50.0,788,23.99,0.052,96.77,0.16,0.0,1
40.1,94.1,1799,52.0,0.038,98.27,0.2,2.25,1
22.7,96.3,1410,40.44,0.0,99.33,0.16,1.61,1
67.9,57.0,713,11.09,0.033,97.69,0.05,0.46,0
75.6,70.7,790,60.09,0.061,97.93,0.2,1.13,1
61.7,81.9,1217,75.01,0.0,98.07,0.17,1.16,1
72.2,63.6,531,73.78,0.0,97.08,0.17,0.37,0
34.3,96.7,737,25.64,0.115,97.13,0.23,0.0,1
55.9,83.1,1033,17.78,0.063,96.41,0.19,1.29,1
92.5,62.3,703,60.43,0.011,99.32,0.03,0.0,0
67.3,50.0,154,50.45,0.056,98.14,0.11,0.0,0
35.1,66.9,1143,74.5,0.048,97.14,0.0,0.57,1
24.6,87.8,711,71.46,0.0,99.58,0.12,0.89,0
80.2,50.0,953,18.34,0.134,95.83,0.18,0.48,1
71.4,74.2,1523,68.55,0.119,95.92,0.02,2.03,1
34.5,78.4,1773,69.76,0.031,97.43,0.11,1.45,1
97.8,50.0,45,34.25,0.049,99.23,0.08,0.0,0
87.0,110.2,1079,71.46,0.0,97.73,0.1,1.19,1
41.9,50.0,0,31.55,0.041,99.69,0.06,0.0,0
55.3,58.0,1998,53.97,0.035,97.91,0.19,0.71,1
13.0,64.0,545,47.44,0.011,97.16,0.09,0.66,0
60.7,50.0,178,83.77,0.037,98.89,0.03,0.27,0
70.6,50.0,350,16.04,0.0,98.23,0.1,0.55,0
21.1,76.5,2123,19.24,0.068,97.66,0.15,2.41,1
33.1,102.9,1035,21.3,0.129,97.3,0.09,1.76,0
24.8,72.2,385,74.96,0.001,99.17,0.07,0.0,1
85.9,81.5,1007,28.53,0.063,97.9,0.13,1.13,1
44.1,94.7,571,12.67,0.007,97.78,0.09,0.17,0
35.0,50.0,218,20.64,0.1,98.4,0.04,0.0,0
82.2,73.7,1304,84.63,0.055,98.97,0.16,1.64,1
81.9,75.7,361,42.67,0.0,98.07,0.09,1.22,0
65.2,92.1,770,61.9,0.086,98.1,0.14,1.08,1
26.6,78.9,1701,58.22,0.054,97.1,0.24,0.82,1
64.5,54.7,1176,62.65,0.03,97.94,0.15,0.15,0
75.1,80.4,1337,73.36,0.059,97.2,0.18,2.18,1
54.9,53.2,397,62.01,0.074,100.0,0.01,1.24,0
32.6,79.9,621,62.4,0.0,97.61,0.09,0.24,0
24.7,50.0,0,34.13,0.0,99.56,0.0,0.21,0
34.4,61.6,658,82.56,0.069,98.73,0.08,0.65,0
12.8,92.7,1986,70.04,0.01,97.03,0.16,1.43,1
89.4,50.0,1456,65.03,0.111,97.0,0.25,1.21,1
67.3,55.4,1536,30.26,0.007,97.71,0.06,1.69,1
94.5,85.4,1258,67.22,0.075,97.61,0.13,0.98,1
26.9,50.0,1730,25.29,0.005,97.54,0.19,1.62,1
20.4,59.0,539,50.03,0.0,99.13,0.13,0.68,0
14.4,61.5,700,85.49,0.111,97.79,0.15,1.1,1
17.0,100.0,820,19.3,0.143,94.66,0.2,0.32,1
55.6,50.0,116,73.4,0.013,100.0,0.0,0.0,0
27.9,68.0,716,71.77,0.0,97.85,0.11,0.28,0
19.0,86.4,139,69.1,0.029,97.14,0.0,0.43,0
67.6,77.7,1457,70.95,0.017,96.6,0.13,0.99,1
68.9,97.0,728,29.3,0.049,97.57,0.01,1.02,0
10.9,79.2,94,15.69,0.01,99.64,0.0,0.0,0
59.3,50.0,64,50.69,0.059,98.23,0.0,0.0,0
37.9,86.9,2273,13.13,0.097,99.55,0.14,2.03,1
81.9,53.7,1504,52.43,0.075,99.21,0.13,1.94,1
72.2,82.2,2431,56.71,0.05,97.3,0.17,2.62,1
48.0,50.0,217,40.47,0.004,99.48,0.05,0.0,0
21.7,93.0,368,27.04,0.0,97.69,0.02,0.0,0
27.6,50.0,0,27.68,0.0,98.47,0.0,0.73,0
50.5,66.9,209,81.21,0.0,99.34,0.01,0.0,0
14.3,104.3,1392,70.33,0.087,99.0,0.09,0.68,1
37.5,59.8,0,16.25,0.004,98.91,0.0,0.19,0
97.0,70.0,1289,28.54,0.134,97.19,0.2,0.99,1
83.1,79.6,1074,88.07,0.0,99.9,0.04,0.86,0
75.9,64.6,744,60.03,0.004,98.87,0.15,0.37,0
44.3,84.7,1548,55.24,0.02,97.17,0.05,1.5,1
41.9,119.4,765,69.47,0.052,97.41,0.16,0.0,1
56.3,72.6,0,53.05,0.0,99.63,0.03,0.0,0
82.3,82.3,1395,32.82,0.067,98.58,0.15,1.32,1
63.6,108.6,2058,70.35,0.006,98.8,0.12,1.55,1
40.8,50.2,16,36.04,0.039,98.81,0.08,0.28,0
29.3,99.3,1284,37.89,0.04,97.54,0.19,0.38,1
28.1,70.3,2034,37.25,0.077,99.29,0.09,2.23,1
88.5,50.1,223,55.67,0.0,98.72,0.0,0.46,0
20.3,76.8,1391,84.76,0.017,98.14,0.09,0.04,0
28.3,50.0,318,44.42,0.079,99.46,0.0,0.0,0
13.0,73.1,0,24.67,0.091,99.46,0.08,0.43,0
38.7,79.0,0,44.47,0.034,100.0,0.0,0.6,0
99.9,115.8,896,61.8,0.0,98.64,0.08,1.77,0
49.8,72.5,589,62.08,0.0,97.01,0.1,0.0,0
31.0,57.6,1997,66.5,0.041,97.42,0.22,1.64,1
98.6,50.0,52,64.08,0.023,99.26,0.05,0.27,0
76.1,74.3,1943,40.58,0.015,98.19,0.14,1.85,0
35.2,91.5,1030,70.02,0.0,98.92,0.1,0.17,0
19.8,50.2,682,65.9,0.054,98.19,0.04,0.71,0
97.6,50.0,762,71.08,0.046,97.71,0.09,0.69,1
35.9,83.2,514,80.43,0.0,100.0,0.0,0.2,0
50.7,50.0,1161,12.9,0.061,99.0,0.12,2.24,0
30.7,72.1,728,21.98,0.0,98.95,0.08,0.2,0
57.2,100.1,2201,86.86,0.063,97.11,0.18,2.08,1
99.4,72.6,0,89.51,0.104,98.38,0.05,0.0,0
99.5,87.6,2129,24.51,0.08,98.31,0.21,2.1,1
36.5,76.0,1163,47.95,0.03,97.15,0.09,0.62,0
95.3,51.1,1739,72.83,0.105,96.88,0.1,2.48,1
37.1,72.0,372,16.15,0.046,98.58,0.18,0.08,1
23.5,96.6,1617,76.98,0.11,97.49,0.14,1.92,1
65.9,80.3,1997,28.81,0.045,97.27,0.16,1.55,1
29.5,88.5,456,48.52,0.111,97.44,0.08,0.98,0
71.5,78.7,0,87.09,0.0,99.19,0.02,0.53,0
34.9,83.7,2240,19.68,0.074,97.08,0.15,2.21,1
78.9,80.2,1576,37.91,0.081,99.54,0.12,1.95,1
87.4,57.3,1255,11.73,0.0,97.86,0.07,0.41,0
65.0,79.1,819,25.67,0.063,97.68,0.13,1.05,1
27.6,136.3,2189,50.59,0.061,98.89,0.17,1.98,1
23.5,97.0,1428,44.58,0.0,97.65,0.16,1.33,1
20.1,93.3,89,82.72,0.0,98.67,0.0,0.32,0
14.2,61.6,1878,11.35,0.042,97.15,0.19,1.92,1
89.6,62.7,252,85.5,0.05,98.36,0.0,0.35,0
73.0,88.5,533,64.44,0.06,97.95,0.1,1.91,0
24.9,96.2,393,21.97,0.157,97.55,0.08,0.45,1
69.4,78.1,802,65.73,0.004,98.69,0.11,0.66,1
96.7,92.7,1918,79.18,0.049,98.01,0.11,2.51,1
80.6,50.0,376,75.39,0.011,97.28,0.06,0.11,0
19.5,67.3,1575,33.36,0.053,97.61,0.25,1.38,1
69.0,71.0,671,33.27,0.0,97.8,0.04,1.29,0
37.4,68.8,2065,35.6,0.068,97.57,0.19,2.29,1
99.6,50.0,71,59.89,0.0,100.0,0.05,0.0,0
26.1,64.2,1511,27.31,0.165,97.6,0.23,1.39,1
44.9,64.0,982,68.84,0.0,98.11,0.11,0.79,0
29.6,71.7,928,41.75,0.016,97.74,0.0,1.51,0
85.3,50.0,1616,65.5,0.138,98.07,0.1,1.57,1
85.5,50.0,741,24.04,0.069,99.22,0.02,0.8,0
40.3,50.0,119,24.75,0.0,98.11,0.06,0.43,0
99.7,99.9,1228,81.23,0.124,98.28,0.15,1.76,1
78.6,97.3,1587,46.94,0.013,98.52,0.14,2.29,1
35.8,58.0,0,76.1,0.104,99.75,0.08,0.85,0
51.6,68.9,0,85.16,0.008,98.32,0.03,0.0,0
91.7,77.7,716,11.19,0.0,99.41,0.02,0.72,0
94.2,50.0,325,68.14,0.042,97.88,0.02,0.84,0
91.4,61.3,172,48.57,0.0,98.36,0.05,0.0,0
33.1,50.0,0,70.82,0.046,100.0,0.09,0.04,0
29.6,64.8,689,39.96,0.0,99.31,0.19,0.64,1
35.2,113.8,1889,22.38,0.047,98.85,0.25,1.98,1
95.7,50.0,1950,31.23,0.043,97.24,0.18,2.95,0
69.4,51.1,179,72.42,0.073,99.51,0.03,0.0,0
83.8,109.2,546,33.71,0.059,97.68,0.04,0.43,1
81.7,80.0,793,16.0,0.02,99.61,0.16,1.37,1
67.9,50.0,639,67.01,0.055,98.1,0.07,0.58,0
89.1,72.2,1540,16.07,0.077,98.79,0.17,0.65,1
72.5,66.7,1469,37.7,0.036,99.05,0.26,1.54,1
75.5,103.6,2352,37.62,0.08,95.55,0.25,1.25,1
38.2,82.4,1319,27.89,0.159,97.94,0.2,0.72,1
15.5,83.1,1424,65.83,0.0,98.37,0.0,1.24,1
30.3,50.0,0,66.29,0.0,98.15,0.0,0.56,0
77.4,84.5,1725,66.93,0.0,99.8,0.04,1.84,0
60.8,70.5,1442,64.73,0.062,97.11,0.06,1.37,1
53.0,60.2,2116,47.61,0.037,97.3,0.24,1.09,1
25.8,94.1,1392,44.76,0.044,98.23,0.18,1.99,1
95.3,72.8,1407,30.44,0.0,97.98,0.07,2.67,1
14.2,50.0,1783,83.86,0.069,96.92,0.24,2.16,1
10.4,68.9,2046,73.88,0.029,97.7,0.06,1.93,1
16.6,80.3,808,82.86,0.017,99.61,0.04,0.34,0
79.2,73.4,853,57.52,0.018,98.87,0.1,1.17,0
14.8,58.5,1690,69.73,0.068,98.74,0.09,1.78,1
51.5,106.0,1777,22.57,0.0,97.92,0.12,1.02,1
56.5,83.9,441,25.73,0.0,98.77,0.1,0.56,0
47.9,115.1,2167,45.75,0.099,96.75,0.24,2.13,1
57.3,50.0,601,26.76,0.071,97.31,0.1,0.32,0
50.0,96.7,0,60.82,0.0,98.63,0.0,0.15,0
83.7,87.7,0,21.5,0.0,98.81,0.0,0.0,0
62.5,85.6,254,85.87,0.15,97.79,0.07,0.0,1
55.1,89.3,275,22.46,0.012,97.16,0.0,0.0,0
57.6,100.8,1969,83.66,0.117,100.0,0.12,1.77,1
22.0,50.0,0,63.1,0.018,98.68,0.01,0.0,0
35.1,50.0,585,82.88,0.061,98.3,0.1,0.53,0
23.3,54.2,1256,37.29,0.109,99.37,0.12,0.27,1
31.5,71.2,686,44.97,0.009,99.3,0.08,0.87,0
56.6,102.3,1545,76.74,0.044,96.03,0.03,1.95,1
27.3,93.2,1137,85.58,0.012,97.46,0.25,1.31,1
99.5,72.6,1091,74.3,0.085,97.9,0.11,1.97,1
33.9,74.2,669,70.52,0.095,97.09,0.14,0.0,1
71.1,60.2,479,72.13,0.0,98.83,0.0,1.27,0
41.9,113.3,1528,29.33,0.084,97.32,0.14,1.38,1
21.2,70.1,1983,16.59,0.139,98.2,0.11,2.74,1
30.3,52.4,467,69.83,0.041,99.0,0.16,0.19,1
92.1,76.7,1513,77.02,0.003,97.1,0.09,1.79,1
49.4,83.8,1022,31.84,0.011,97.81,0.27,1.29,1
86.9,54.5,797,59.68,0.032,98.86,0.0,1.72,0
24.4,50.0,527,51.29,0.053,98.32,0.01,0.14,0
65.9,50.0,1352,66.86,0.052,97.71,0.0,1.48,0
35.1,112.0,1413,14.53,0.149,97.61,0.13,1.48,1
25.1,82.7,617,76.9,0.0,97.74,0.06,0.6,1
58.8,79.5,1739,21.79,0.105,97.27,0.22,2.4,1
27.9,50.0,1540,84.46,0.012,98.28,0.12,0.5,1
52.5,82.2,787,89.12,0.053,96.72,0.08,1.18,1
25.8,85.0,511,20.37,0.0,97.08,0.06,0.09,0
69.2,51.4,620,71.32,0.119,99.76,0.05,1.12,0
58.0,59.7,449,30.81,0.086,96.43,0.0,0.0,0
17.3,53.2,861,25.58,0.051,99.47,0.17,0.44,1
28.4,83.6,1855,20.24,0.071,98.29,0.15,1.26,1
63.4,69.1,1942,84.36,0.0,98.43,0.13,2.66,1
28.3,50.0,61,33.87,0.0,99.14,0.18,0.0,0
71.3,73.6,1206,23.91,0.147,98.54,0.23,0.0,1
87.2,59.7,274,20.1,0.0,99.59,0.0,0.0,0
14.4,96.3,1223,47.92,0.0,95.99,0.22,1.58,1
99.1,74.5,665,70.27,0.0,97.49,0.1,0.52,1
22.3,69.3,1825,67.98,0.062,97.65,0.09,2.53,1
44.8,74.7,1196,20.88,0.052,96.92,0.11,1.62,1
16.8,65.8,391,21.17,0.0,99.58,0.09,1.52,0
41.2,82.6,1682,12.56,0.002,95.31,0.15,2.71,1
66.9,86.3,1378,67.06,0.0,98.19,0.16,1.81,0
56.5,71.6,1044,41.2,0.14,97.16,0.08,1.04,0
13.5,104.3,745,74.89,0.094,99.01,0.12,0.0,1
17.1,100.3,279,18.39,0.033,99.55,0.16,0.52,0
54.8,58.5,936,40.61,0.133,99.39,0.17,1.33,1
35.8,74.3,498,66.07,0.009,99.77,0.03,0.48,0
45.2,98.3,1299,73.83,0.057,96.51,0.13,1.65,1
67.9,50.0,1422,52.1,0.069,99.63,0.12,1.99,1
87.3,70.6,1548,21.37,0.1,99.0,0.17,2.26,1
56.9,113.6,1696,28.26,0.079,97.23,0.2,1.27,1
73.5,78.8,144,20.47,0.027,97.32,0.02,0.65,0
88.8,103.8,2484,39.4,0.005,97.92,0.1,2.33,1
18.7,87.0,0,76.93,0.01,99.52,0.07,0.0,0
68.7,59.5,1740,75.12,0.021,98.72,0.13,1.64,1
16.9,51.4,0,31.68,0.004,98.53,0.05,0.0,0
26.9,64.0,194,32.24,0.0,98.7,0.1,0.42,0
60.9,75.9,561,18.2,0.0,99.99,0.04,1.16,0
70.9,50.0,229,77.36,0.03,97.25,0.0,0.62,0
43.2,82.7,916,86.22,0.09,98.9,0.12,0.9,1
89.3,50.0,0,50.57,0.0,100.0,0.0,0.35,0
29.5,50.0,1188,81.73,0.117,98.05,0.18,0.68,1
91.7,68.0,1343,65.76,0.04,100.0,0.11,2.08,1
26.6,57.4,1961,30.25,0.063,99.2,0.15,2.13,1
80.1,76.4,1634,86.36,0.073,96.13,0.17,1.12,1
63.0,92.8,1887,53.77,0.065,97.1,0.18,2.07,1
23.3,62.9,0,72.1,0.032,98.56,0.05,0.51,0
16.5,50.0,203,41.86,0.0,99.12,0.0,0.85,0
61.7,72.7,1434,45.93,0.0,99.7,0.14,1.54,1
28.6,50.0,0,55.71,0.0,99.02,0.01,0.0,0
44.9,88.4,1523,83.33,0.142,99.61,0.08,0.59,1
89.3,79.2,981,81.69,0.023,96.85,0.07,0.91,1
56.2,52.6,482,37.42,0.022,97.8,0.04,0.71,0
96.9,50.0,1283,85.27,0.075,98.6,0.11,1.86,1
57.3,119.2,2119,72.76,0.021,97.6,0.16,1.62,1
27.0,56.4,1186,53.0,0.034,98.16,0.13,1.1,1
70.7,92.0,2136,38.62,0.1,99.23,0.12,2.53,1
61.8,87.7,2925,46.01,0.031,97.69,0.19,3.04,1
26.8,51.0,550,89.64,0.026,98.92,0.15,0.08,1
45.1,83.3,477,85.25,0.06,97.85,0.15,0.57,1
62.0,50.0,0,18.53,0.0,97.21,0.08,0.66,0
73.8,61.2,1598,62.37,0.105,100.0,0.1,1.42,1
94.4,57.5,0,40.9,0.056,98.1,0.06,0.0,0
72.7,74.1,0,34.57,0.0,99.66,0.0,0.0,0
82.1,96.1,523,28.33,0.109,97.36,0.04,0.29,0
92.2,117.9,2381,78.84,0.072,95.49,0.22,1.71,1
68.6,106.6,0,49.0,0.018,99.11,0.02,0.02,0
82.6,73.2,0,46.0,0.079,98.09,0.14,0.0,1
34.3,72.8,1151,54.66,0.168,97.92,0.12,0.67,0
19.7,66.1,1415,34.29,0.0,96.86,0.2,1.65,1
10.5,65.2,201,84.82,0.0,99.03,0.01,0.31,0
78.4,87.1,1153,45.02,0.059,97.8,0.17,1.55,1
62.6,50.8,0,82.03,0.0,98.79,0.0,0.53,0
22.3,76.6,0,47.2,0.006,100.0,0.0,0.16,0
36.9,94.2,1316,30.87,0.08,97.62,0.16,0.56,1
33.6,69.4,441,54.09,0.0,97.08,0.16,0.46,1
47.2,50.0,162,70.0,0.063,98.43,0.1,0.0,0
27.7,92.8,1542,73.68,0.111,98.54,0.2,1.15,1
42.9,50.0,0,60.32,0.0,97.86,0.06,0.47,0
15.1,58.8,0,61.64,0.011,99.42,0.02,0.0,0
36.7,91.8,756,64.26,0.0,100.0,0.17,0.8,0
58.3,84.5,743,78.59,0.0,99.57,0.0,0.51,0
81.1,91.7,1387,66.26,0.023,97.61,0.12,1.74,1
26.0,92.6,1822,41.92,0.124,96.3,0.16,1.92,1
83.3,55.6,1629,67.29,0.132,96.78,0.16,1.9,1
12.5,90.2,1652,59.13,0.101,97.19,0.09,2.06,1
36.8,54.9,844,23.44,0.0,100.0,0.0,0.76,0
88.3,50.0,596,62.38,0.104,98.39,0.03,0.0,0
29.7,73.2,1134,30.58,0.0,98.76,0.06,1.06,0
62.5,50.0,644,46.15,0.006,96.05,0.14,0.12,0
81.4,69.0,836,62.34,0.056,97.62,0.11,0.88,1
41.8,73.7,303,34.84,0.056,98.33,0.04,0.38,0
75.3,51.9,447,79.29,0.061,100.0,0.07,0.01,0
24.2,71.6,1152,37.61,0.0,96.46,0.11,1.7,1
91.1,88.3,2116,83.07,0.011,98.56,0.18,3.33,1
